0.00000 	0.50000 
0.00000 	-0.50000 
-0.05060 	0.49740 
-0.10060 	0.48980 
-0.14970 	0.47710 
-0.19720 	0.45950 
-0.24270 	0.43720 
-0.28560 	0.41040 
-0.32570 	0.37940 
-0.36240 	0.34450 
-0.39540 	0.30610 
-0.42430 	0.26450 
-0.44890 	0.22020 
-0.46890 	0.17370 
-0.48400 	0.12530 
-0.49420 	0.07570 
-0.49940 	0.02530 
-0.49940 	-0.02530 
-0.49420 	-0.07570 
-0.48400 	-0.12530 
-0.46890 	-0.17370 
-0.44890 	-0.22020 
-0.42430 	-0.26450 
-0.39540 	-0.30610 
-0.36240 	-0.34450 
-0.32570 	-0.37940 
-0.28560 	-0.41040 
-0.24270 	-0.43720 
-0.19720 	-0.45950 
-0.14970 	-0.47710 
-0.10060 	-0.48980 
-0.05060 	-0.49740 
1.75000 	0.00000 
0.04860 	0.48610 
0.09720 	0.47220 
0.14580 	0.45830 
0.19440 	0.44440 
0.24310 	0.43060 
0.29170 	0.41670 
0.34030 	0.40280 
0.38890 	0.38890 
0.43750 	0.37500 
0.48610 	0.36110 
0.53470 	0.34720 
0.58330 	0.33330 
0.63190 	0.31940 
0.68060 	0.30560 
0.72920 	0.29170 
0.77780 	0.27780 
0.82640 	0.26390 
0.87500 	0.25000 
0.92360 	0.23610 
0.97220 	0.22220 
1.02080 	0.20830 
1.06940 	0.19440 
1.11810 	0.18060 
1.16670 	0.16670 
1.21530 	0.15280 
1.26390 	0.13890 
1.31250 	0.12500 
1.36110 	0.11110 
1.40970 	0.09720 
1.45830 	0.08330 
1.50690 	0.06940 
1.55560 	0.05560 
1.60420 	0.04170 
1.65280 	0.02780 
1.70140 	0.01390 
0.04860 	-0.48610 
0.09720 	-0.47220 
0.14580 	-0.45830 
0.19440 	-0.44440 
0.24310 	-0.43060 
0.29170 	-0.41670 
0.34030 	-0.40280 
0.38890 	-0.38890 
0.43750 	-0.37500 
0.48610 	-0.36110 
0.53470 	-0.34720 
0.58330 	-0.33330 
0.63190 	-0.31940 
0.68060 	-0.30560 
0.72920 	-0.29170 
0.77780 	-0.27780 
0.82640 	-0.26390 
0.87500 	-0.25000 
0.92360 	-0.23610 
0.97220 	-0.22220 
1.02080 	-0.20830 
1.06940 	-0.19440 
1.11810 	-0.18060 
1.16670 	-0.16670 
1.21530 	-0.15280 
1.26390 	-0.13890 
1.31250 	-0.12500 
1.36110 	-0.11110 
1.40970 	-0.09720 
1.45830 	-0.08330 
1.50690 	-0.06940 
1.55560 	-0.05560 
1.60420 	-0.04170 
1.65280 	-0.02780 
1.70140 	-0.01390 
